weekday,day,month,year,time,aircraft_type,num_of_engines,engine_type,engine_model,years_active,airframe_hrs,operator,occupants,accident_loc,above_ocean,flight_phase,damage,accident_latitude,accident_longtitude,fatalities
3,6.0,8,2013,13.56666667,162,2.0,2,65,25.0,29675.0,1410,55.0,167,0,2.0,2.0,15.589497,32.553161,0.0
6,9.0,8,2013,2.1,17,4.0,2,41,44.0,11219.0,2188,7.0,68,0,0.0,4.0,51.4081,12.20188,0.0
7,10.0,8,2013,18.16666667,21,1.0,1,107,45.0,53415.0,301,12.0,68,0,3.0,2.0,52.66,12.7418,0.0
7,10.0,8,2013,9.55,8,2.0,3,40,3.416666667,4055.583333729,1180,41.0,10,0,0.0,2.0,-37.669853,144.847067,0.0
7,10.0,8,2013,9.55,66,2.0,3,13,1.75,2077.25,2251,174.0,10,0,1.0,2.0,-37.669853,144.847067,0.0
4,14.0,8,2013,4.783333333,5,2.0,3,77,9.833333333,11672.166666271001,2205,2.0,188,0,7.0,4.0,33.5826,-86.746,2.0
6,16.0,8,2013,12.8,21,1.0,1,107,25.0,7587.0,1630,11.0,147,0,5.0,4.0,63.909733,121.3008,0.0
3,20.0,8,2013,8.783333333,275,2.0,2,20,20.0,34960.0,86,10.0,22,0,6.0,2.0,-19.007083,-65.288747,0.0
5,22.0,8,2013,13.56666667,49,2.0,2,64,33.0,39171.0,2046,7.0,175,0,5.0,2.0,-3.637,35.8,0.0
1,1.0,9,2013,13.15,45,2.0,2,64,18.0,35184.0,1024,12.0,188,0,6.0,2.0,37.9537586,-107.90848,0.0
1,8.0,9,2013,23.43333333,12,2.0,3,77,18.58333333,22058.41666271,2073,302.0,176,0,6.0,2.0,13.6856,100.7588,0.0
1,8.0,9,2013,20.75,202,2.0,3,19,33.0,39171.0,1681,7.0,113,0,6.0,2.0,29.095858,-111.047858,0.0
2,9.0,9,2013,9.833333333,129,2.0,2,20,27.0,25012.0,2140,2.0,35,0,7.0,3.0,-32.965415,-71.501307,2.0
2,23.0,9,2013,15.16666667,68,4.0,3,22,29.5,35016.5,1355,443.0,85,0,3.0,1.0,30.274444,56.951111,0.0
4,25.0,9,2013,14.0,100,1.0,2,64,18.0,21366.0,1439,1.0,30,0,5.0,4.0,57.6,-86.3,1.0
5,26.0,9,2013,10.3,10,2.0,3,40,15.5,38700.0,1541,227.0,63,0,7.0,0.0,49.394312,0.069007,0.0
6,27.0,9,2013,20.3,305,2.0,2,65,4.416666667,5242.5833337290005,730,64.0,170,0,6.0,2.0,47.464722,8.549167,0.0
1,29.0,9,2013,21.01666667,8,2.0,3,13,3.583333333,7974.0,361,157.0,89,0,6.0,2.0,41.804475,12.250797,0.0
1,29.0,9,2013,18.33333333,103,2.0,3,116,10.0,1933.0,602,4.0,188,0,6.0,4.0,34.0126,-118.4566,4.0
5,3.0,10,2013,9.533333333,143,2.0,2,65,23.0,27362.0,428,20.0,128,0,3.0,4.0,6.5641,3.325,16.0
1,6.0,10,2013,8.75,256,2.0,2,27,14.91666667,17706.083337289998,1499,28.0,176,0,6.0,2.0,17.386436,102.788247,0.0
1,6.0,10,2013,6.083333333,87,2.0,1,57,42.0,22575.0,219,1.0,143,0,5.0,3.0,18.3,-65.4,1.0
2,7.0,10,2013,23.0,12,2.0,3,22,15.91666667,18893.083337289998,1613,41.0,140,0,0.0,2.0,14.510262,121.014062,0.0
5,10.0,10,2013,14.83333333,300,2.0,2,64,30.0,56828.0,1343,16.0,107,0,6.0,2.0,6.9243,116.8351,2.0
2,14.0,10,2013,13.56666667,100,1.0,2,64,11.0,13057.0,44,14.0,113,0,5.0,4.0,26.0,-111.61,14.0
3,15.0,10,2013,19.06666667,144,2.0,3,68,4.0,2294.0,867,2.0,188,0,6.0,2.0,37.747583,-97.22111,0.0
4,16.0,10,2013,15.91666667,2,2.0,2,65,0.583333333,758.0,1269,49.0,97,0,7.0,4.0,15.1557,105.735,49.0
4,16.0,10,2013,9.25,185,2.0,2,94,44.0,52228.0,2271,3.0,30,0,2.0,2.0,49.788334,-94.363056,0.0
6,18.0,10,2013,10.28333333,101,2.0,3,63,38.0,7560.0,793,2.0,188,0,5.0,4.0,37.5183,-97.2252,2.0
7,19.0,10,2013,11.81666667,84,4.0,3,54,28.75,34126.25,1878,75.0,140,0,6.0,2.0,14.418611,122.039167,0.0
4,23.0,10,2013,15.5,45,2.0,2,64,23.0,29841.0,805,15.0,188,0,6.0,2.0,59.645556,-151.476583,0.0
1,3.0,11,2013,19.13333333,87,2.0,1,57,31.0,36797.0,658,5.0,187,0,5.0,2.0,49.252,-2.17,0.0
2,4.0,11,2013,22.6,184,2.0,3,19,44.0,52228.0,2217,3.0,192,0,0.0,4.0,6.172445,-68.596614,0.0
5,7.0,11,2013,16.5,64,2.0,3,13,11.16666667,32780.0,138,88.0,6,0,2.0,1.0,-34.558324,-58.413345,0.0
5,7.0,11,2013,16.5,150,2.0,3,21,2.833333333,6918.0,436,92.0,6,0,0.0,1.0,-34.559175,-58.415606,0.0
1,10.0,11,2013,18.48333333,275,2.0,2,20,22.0,35474.0,514,7.0,30,0,7.0,4.0,51.0614,-93.784,5.0
1,17.0,11,2013,19.38333333,62,2.0,3,13,23.41666667,51547.0,2056,50.0,147,0,7.0,4.0,55.6029,49.291,50.0
3,19.0,11,2013,19.93333333,202,2.0,3,19,34.0,6842.0,61,4.0,188,0,4.0,4.0,26.135972,-80.077028,4.0
6,22.0,11,2013,13.5,45,2.0,2,64,22.0,35402.0,845,3.0,188,0,6.0,2.0,70.137466,-147.030438,0.0
1,24.0,11,2013,8.133333333,240,3.0,3,22,15.0,66274.0,1319,3.0,25,0,6.0,2.0,-23.007383,-47.134522,0.0
2,25.0,11,2013,13.5,100,1.0,2,64,6.0,7122.0,2161,10.0,137,0,5.0,2.0,-7.4877,143.8194,3.0
2,25.0,11,2013,16.33333333,49,2.0,2,64,24.0,28488.0,2243,9.0,193,0,6.0,2.0,12.668311,108.120272,0.0
6,29.0,11,2013,13.26666667,150,2.0,3,21,1.0,2905.0,1303,33.0,121,0,5.0,4.0,-18.17,21.63,33.0
6,29.0,11,2013,18.4,100,1.0,2,64,15.0,12653.0,845,10.0,188,0,7.0,4.0,62.0442,-163.2786,4.0
2,2.0,12,2013,20.16666667,275,2.0,2,20,27.0,33888.0,1087,2.0,143,0,5.0,4.0,18.3795,-66.58816,2.0
3,3.0,12,2013,12.46666667,8,2.0,3,13,18.5,21959.5,1999,64.0,187,0,6.0,2.0,51.4775,-0.461389,0.0
4,4.0,12,2013,11.41666667,87,2.0,1,57,39.0,46293.0,1061,5.0,25,0,4.0,4.0,-8.159167,-53.465,5.0
5,5.0,12,2013,12.08333333,70,2.0,3,77,21.16666667,95491.0,760,203.0,164,0,6.0,1.0,40.493556,-3.566764,0.0
3,10.0,12,2013,10.33333333,163,2.0,2,94,35.0,41545.0,2135,25.0,22,0,4.0,2.0,-10.821667,-65.345833,0.0
4,11.0,12,2013,15.75,100,1.0,2,64,11.0,4881.0,1359,9.0,188,0,4.0,2.0,21.2215,-156.9703,1.0
6,13.0,12,2013,10.0,69,2.0,3,100,18.5,21959.5,2178,41.0,123,0,2.0,1.0,52.310086,4.771321,0.0
6,13.0,12,2013,10.0,66,2.0,3,13,5.833333333,6924.1666662709995,1202,41.0,123,0,0.0,2.0,52.310086,4.771321,0.0
3,17.0,12,2013,19.4,251,2.0,3,116,10.0,713.0,1365,2.0,188,0,7.0,4.0,33.8183,-84.473,2.0
5,19.0,12,2013,13.56666667,62,2.0,3,13,15.91666667,18893.083337289998,1527,41.0,163,0,6.0,2.0,4.872006,31.601117,0.0
1,22.0,12,2013,22.71666667,68,4.0,3,100,23.58333333,110578.0,557,202.0,161,0,2.0,2.0,-26.14395,28.231151,0.0
5,26.0,12,2013,21.5,17,4.0,2,41,50.0,59350.0,1138,9.0,147,0,7.0,2.0,52.3903,104.15,9.0
6,3.0,1,2014,19.5,66,2.0,3,13,1.166666667,1384.833333729,1944,180.0,188,0,6.0,2.0,36.080056,-115.15225,0.0
1,5.0,1,2014,12.36666667,96,2.0,3,21,20.0,6750.0,2249,3.0,188,0,6.0,4.0,39.225,-106.87,1.0
1,5.0,1,2014,21.16666667,8,2.0,3,40,19.91666667,55705.0,232,179.0,82,0,6.0,2.0,26.8238,75.8128,0.0
3,7.0,1,2014,13.56666667,162,2.0,2,65,25.16666667,29872.83333729,1931,41.0,163,0,6.0,1.0,8.767,27.4,0.0
1,12.0,1,2014,11.86666667,101,2.0,3,63,33.0,4282.0,2075,4.0,68,0,7.0,4.0,49.8898,6.8361,4.0
7,18.0,1,2014,4.383333333,237,2.0,3,73,45.91666667,57319.0,152,4.0,113,0,6.0,2.0,25.549497,-100.928669,0.0
7,18.0,1,2014,10.95,100,1.0,2,64,14.0,17998.0,2101,2.0,76,0,5.0,4.0,6.169417,-60.15095,2.0
2,20.0,1,2014,15.78333333,87,2.0,1,57,36.58333333,3335.0,1814,7.0,146,0,5.0,2.0,46.55427,22.980457,2.0
4,22.0,1,2014,8.833333333,101,2.0,3,63,40.0,47480.0,1250,2.0,48,0,3.0,2.0,55.585567,12.131428,0.0
4,29.0,1,2014,8.7,303,2.0,2,65,17.0,29947.0,228,15.0,71,0,6.0,2.0,69.247,-51.049,0.0
6,31.0,1,2014,8.5,241,2.0,3,73,26.0,65507.0,760,144.0,188,0,0.0,2.0,33.640444,-84.426944,0.0
7,1.0,2,2014,10.3,67,2.0,3,13,6.666666667,21840.0,1305,222.0,84,0,6.0,2.0,-7.379831,112.786858,0.0
1,2.0,2,2014,7.6,8,2.0,3,40,20.08333333,54604.0,816,192.0,174,0,6.0,2.0,37.99833,69.80616,0.0
3,4.0,2,2014,18.5,293,2.0,2,65,4.0,4748.0,1192,44.0,36,0,6.0,2.0,34.519,113.843,0.0
4,12.0,2,2014,18.83333333,40,2.0,3,19,34.0,40358.0,1863,2.0,147,0,6.0,2.0,55.591531,37.261486,0.0
7,15.0,2,2014,16.66666667,101,2.0,3,63,31.0,36797.0,1220,41.0,13,0,6.0,3.0,23.583044,-75.268878,0.0
1,16.0,2,2014,13.5,300,2.0,2,64,43.0,43947.0,1483,18.0,122,0,5.0,4.0,27.91194,83.11555,18.0
2,17.0,2,2014,12.38333333,66,2.0,3,13,15.58333333,54169.0,1175,182.0,142,0,6.0,2.0,32.697889,-16.774453,0.0
4,19.0,2,2014,8.75,44,2.0,2,20,38.0,45106.0,2026,1.0,188,0,7.0,4.0,29.5157,-95.2608,1.0
5,20.0,2,2014,16.68333333,2,2.0,2,65,1.25,2005.0,2252,52.0,10,0,5.0,2.0,-34.050167,150.698133,0.0
7,22.0,2,2014,6.683333333,66,2.0,3,13,2.083333333,6742.0,2152,170.0,142,0,6.0,2.0,38.761842,-27.090797,0.0
5,6.0,3,2014,18.96666667,77,2.0,3,92,3.0,3561.0,2016,6.0,187,0,6.0,1.0,55.509444,-4.586667,0.0
7,8.0,3,2014,8.183333333,71,2.0,3,103,11.83333333,53471.0,1360,239.0,83,1,5.0,4.0,-36.0,90.0,239.0
5,13.0,3,2014,18.5,8,2.0,3,13,14.33333333,44230.0,2178,154.0,188,0,3.0,2.0,39.8628,-75.2638,0.0
5,27.0,3,2014,11.65,49,2.0,2,64,9.0,2010.0,1963,10.0,82,0,3.0,2.0,30.673469,76.788542,0.0
6,28.0,3,2014,13.56666667,210,4.0,2,89,3.0,3561.0,1110,5.0,82,0,5.0,4.0,26.5217,77.015,5.0
6,28.0,3,2014,17.7,161,2.0,3,102,21.58333333,44449.0,458,49.0,25,0,6.0,2.0,-15.862583,-47.912666,0.0
3,8.0,4,2014,15.93333333,100,1.0,2,64,12.0,11206.0,1040,2.0,188,0,5.0,4.0,60.51,-161.09,2.0
7,19.0,4,2014,19.75,40,2.0,3,19,32.0,37984.0,1332,8.0,113,0,7.0,4.0,25.5614,-100.9272,8.0
1,20.0,4,2014,13.56666667,162,2.0,2,65,25.58333333,30367.41666271,532,3.0,160,0,6.0,3.0,-5.3176,45.985,0.0
3,29.0,4,2014,2.466666667,61,2.0,3,13,23.91666667,28389.08333729,210,2.0,187,0,6.0,2.0,52.831111,-1.328056,0.0
3,29.0,4,2014,6.666666667,305,2.0,2,65,12.0,19862.0,88,41.0,128,0,0.0,2.0,6.591988,3.332739,0.0
5,8.0,5,2014,17.06666667,61,2.0,3,13,21.33333333,25322.66666271,413,132.0,0,0,6.0,2.0,34.57152,69.1907,0.0
5,8.0,5,2014,12.03333333,137,2.0,1,80,71.0,27771.0,16,5.0,37,0,5.0,4.0,2.692778,-74.616389,5.0
7,10.0,5,2014,13.56666667,161,2.0,3,102,21.58333333,25619.41666271,1135,103.0,85,0,6.0,2.0,29.476194,60.906056,0.0
3,27.0,5,2014,12.66666667,49,2.0,2,64,24.0,4616.0,1240,9.0,189,0,5.0,4.0,-34.063382,-58.316981,5.0
1,8.0,6,2014,11.5,21,1.0,1,107,47.0,55789.0,132,2.0,141,0,7.0,2.0,53.770822,20.4210419,0.0
4,11.0,6,2014,6.333333333,2,2.0,2,65,0.833333333,1642.0,2304,59.0,84,0,6.0,2.0,-7.380396,112.790454,0.0
6,13.0,6,2014,7.783333333,103,2.0,3,116,9.0,3517.0,1624,7.0,25,0,6.0,2.0,-14.93944,-51.054167,0.0
4,18.0,6,2014,14.4,189,2.0,3,19,31.0,7571.0,2002,3.0,188,0,3.0,4.0,34.6373,-86.79,3.0
6,20.0,6,2014,19.61666667,70,2.0,3,22,15.0,44687.0,1539,81.0,0,0,6.0,2.0,34.565853,69.212328,0.0
2,23.0,6,2014,14.63333333,202,2.0,3,19,29.0,8259.0,970,2.0,68,0,5.0,4.0,51.278811,8.447427,2.0
7,28.0,6,2014,6.766666667,66,2.0,3,13,8.333333333,9891.666666271001,1749,184.0,187,0,1.0,2.0,51.885,0.235,0.0
7,28.0,6,2014,6.766666667,66,2.0,3,13,3.5,4154.5,1749,167.0,187,0,2.0,1.0,51.885,0.235,0.0
4,2.0,7,2014,4.283333333,162,2.0,2,65,21.91666667,27243.0,1904,4.0,94,0,4.0,4.0,-1.287778,36.951389,4.0
6,4.0,7,2014,12.93333333,8,2.0,3,40,7.25,8605.75,315,155.0,68,0,6.0,2.0,51.423992,12.236383,0.0
1,6.0,7,2014,9.833333333,87,2.0,1,57,39.0,46293.0,784,2.0,76,0,6.0,2.0,4.45233,-59.60283,0.0
5,10.0,7,2014,22.16666667,2,2.0,2,65,6.0,7122.0,1635,40.0,175,0,6.0,2.0,-3.429406,37.074461,0.0
4,16.0,7,2014,13.86666667,78,2.0,3,21,15.0,17805.0,875,41.0,188,0,6.0,2.0,33.631849,-84.422524,0.0
5,17.0,7,2014,16.33333333,71,2.0,3,103,17.0,76322.0,1360,298.0,185,0,5.0,4.0,48.1383,38.6388,298.0
1,20.0,7,2014,17.75,2,2.0,2,65,20.75,24630.25,2199,48.0,15,0,6.0,2.0,21.452194,91.963889,0.0
4,23.0,7,2014,19.1,2,2.0,2,65,14.08333333,27039.0,2113,58.0,173,0,7.0,4.0,23.58523,119.639,48.0
3,29.0,7,2014,22.7,66,2.0,3,13,5.25,6231.75,1749,177.0,187,0,6.0,2.0,51.885,0.235,0.0
3,29.0,7,2014,22.66666667,69,2.0,3,76,22.41666667,72854.0,2198,174.0,188,0,6.0,2.0,32.733056,-117.188056,0.0
4,6.0,8,2014,7.25,21,1.0,1,107,31.0,7503.0,2326,2.0,147,0,6.0,3.0,45.505244,38.161757,0.0
1,10.0,8,2014,9.35,19,2.0,2,44,6.0,1405.0,1829,48.0,85,0,4.0,4.0,35.71958,51.2863,40.0
4,13.0,8,2014,10.05,106,2.0,3,67,3.0,3561.0,12,7.0,25,0,7.0,4.0,-23.9593,-46.3265,7.0
6,15.0,8,2014,19.6,85,2.0,2,20,27.0,32049.0,1304,3.0,187,0,6.0,2.0,53.474722,-1.004444,0.0
7,23.0,8,2014,13.8,206,2.0,2,114,32.0,5875.0,787,4.0,47,0,5.0,4.0,-2.5541,28.682,4.0
1,31.0,8,2014,19.75,163,2.0,2,94,29.25,34719.75,1791,3.0,175,0,5.0,4.0,-1.555,34.903,3.0
3,9.0,9,2014,12.8,100,1.0,2,64,3.0,2765.0,841,11.0,84,0,6.0,2.0,-3.702778,137.957778,0.0
3,9.0,9,2014,12.83333333,49,2.0,2,64,34.0,40358.0,249,4.0,124,0,6.0,2.0,-22.258278,166.472806,0.0
1,14.0,9,2014,15.25,49,2.0,2,64,22.0,2630.0,2045,2.0,6,0,5.0,4.0,-34.4089,-58.65661,2.0
6,19.0,9,2014,8.783333333,145,2.0,3,67,1.0,597.0,1486,2.0,188,0,6.0,2.0,30.3599,-95.414,0.0
7,20.0,9,2014,9.583333333,300,2.0,2,64,37.66666667,34327.0,1064,9.0,137,0,5.0,4.0,-9.3361111,147.2366667,4.0
1,28.0,9,2014,15.2,300,2.0,2,64,38.33333333,45501.666662710006,243,19.0,30,0,6.0,2.0,50.830833,-58.97555,0.0
4,1.0,10,2014,7.75,150,2.0,3,21,2.0,2374.0,1200,90.0,123,0,6.0,1.0,52.295508,4.777745,0.0
1,5.0,10,2014,18.86666667,13,4.0,3,13,21.41666667,25421.58333729,1729,180.0,188,0,2.0,1.0,40.639751,-73.778925,0.0
3,7.0,10,2014,6.75,66,2.0,3,13,4.5,5341.5,1749,94.0,87,0,2.0,1.0,53.421333,-6.270075,0.0
3,7.0,10,2014,6.75,66,2.0,3,13,4.666666667,5539.3333337290005,1749,108.0,87,0,2.0,1.0,53.421333,-6.270075,0.0
1,12.0,10,2014,20.41666667,85,2.0,2,20,28.66666667,29780.0,8,13.0,51,0,6.0,4.0,18.567367,-68.363431,0.0
2,20.0,10,2014,23.95,128,3.0,3,19,8.0,2197.0,2192,4.0,147,0,3.0,4.0,55.5916,37.2615,4.0
2,20.0,10,2014,18.78333333,130,2.0,2,65,15.0,17805.0,1645,34.0,68,0,6.0,2.0,52.319167,10.556111,0.0
4,22.0,10,2014,19.95,69,2.0,3,76,13.58333333,16123.41666271,760,190.0,188,0,0.0,1.0,44.883325,-93.216922,0.0
6,24.0,10,2014,13.71666667,252,2.0,2,64,28.0,13943.0,775,3.0,63,0,6.0,2.0,47.760555,-3.44,0.0
7,25.0,10,2014,14.26666667,206,2.0,2,114,31.0,7187.0,1371,2.0,47,0,7.0,4.0,-2.683333,27.33333,0.0
4,29.0,10,2014,18.66666667,267,2.0,2,64,28.25,25061.0,1880,2.0,157,0,4.0,4.0,18.0402,-63.1265,2.0
5,30.0,10,2014,9.8,49,2.0,2,64,15.0,6314.0,996,1.0,188,0,3.0,4.0,37.6602,-97.425,1.0
6,7.0,11,2014,16.0,61,2.0,3,13,21.5,25520.5,413,41.0,0,0,6.0,2.0,34.5643,69.2185,0.0
1,9.0,11,2014,16.86666667,202,2.0,3,19,35.0,12046.0,773,9.0,13,0,7.0,4.0,26.5295,-78.768,9.0
6,14.0,11,2014,10.33333333,185,2.0,2,94,33.25,39467.75,997,3.0,163,0,6.0,3.0,7.33,31.4216,2.0
6,21.0,11,2014,10.16666667,144,2.0,3,68,4.0,3854.0,1176,2.0,188,0,6.0,2.0,29.63355,-95.6575,0.0
2,24.0,11,2014,20.5,176,2.0,3,101,30.0,35610.0,2314,7.0,187,0,3.0,2.0,51.32932,0.0313,0.0
3,25.0,11,2014,22.85,49,2.0,2,64,1.0,102.0,281,2.0,147,0,6.0,2.0,53.50722,50.162,0.0
5,4.0,12,2014,14.33333333,100,1.0,2,64,6.0,7122.0,2160,6.0,19,0,6.0,2.0,17.5153,-88.1921,0.0
5,4.0,12,2014,8.033333333,2,2.0,2,65,22.0,26114.0,446,30.0,170,0,6.0,2.0,47.468125,8.555099,0.0
2,8.0,12,2014,10.68333333,144,2.0,3,68,5.0,5935.0,1794,3.0,188,0,7.0,4.0,39.179,-77.1808,3.0
6,12.0,12,2014,6.333333333,27,2.0,2,41,18.0,21366.0,1954,5.0,165,0,7.0,3.0,6.8741,79.969,5.0
6,12.0,12,2014,13.56666667,24,2.0,2,42,30.0,35610.0,582,7.0,33,0,6.0,2.0,5.377612,26.476,0.0
6,12.0,12,2014,20.5,64,2.0,3,13,9.75,11573.25,1944,145.0,188,0,7.0,2.0,39.175361,-76.668333,0.0
7,13.0,12,2014,8.966666667,100,1.0,2,64,11.0,935.0,2341,1.0,87,0,3.0,2.0,52.60058,-8.414379,0.0
1,28.0,12,2014,6.3,8,2.0,3,13,6.25,23039.0,1112,162.0,84,0,5.0,4.0,-3.370833,109.6911,162.0
1,28.0,12,2014,11.75,87,2.0,1,57,43.0,25818.0,289,2.0,76,0,5.0,5.0,5.24,-59.3,2.0
3,30.0,12,2014,15.36666667,61,2.0,3,13,21.33333333,25322.66666271,1842,41.0,135,0,6.0,2.0,31.514,74.4028,0.0
7,3.0,1,2015,11.31666667,24,2.0,2,42,34.0,13698.0,1198,10.0,147,0,3.0,2.0,59.9121,150.69962,0.0
1,4.0,1,2015,11.03333333,162,2.0,2,65,25.25,29971.75,1903,10.0,94,0,6.0,2.0,-1.319242,36.927775,0.0
1,11.0,1,2015,13.5,300,2.0,2,64,35.0,41545.0,2158,3.0,84,0,6.0,2.0,-3.9255,136.3804,0.0
2,2.0,2,2015,7.6,86,2.0,2,20,19.33333333,28327.0,1869,19.0,70,0,6.0,2.0,36.4051,28.0845,0.0
4,4.0,2,2015,10.9,2,2.0,2,65,0.833333333,1627.0,2113,58.0,173,0,4.0,4.0,25.062639,121.61754,43.0
4,11.0,2,2015,14.65,45,2.0,2,64,27.0,35373.0,160,4.0,188,0,4.0,4.0,25.6332,-80.4819,4.0
2,23.0,2,2015,19.9,84,4.0,3,54,26.66666667,31653.33333729,646,51.0,187,0,6.0,1.0,49.434956,-2.601969,0.0
3,24.0,2,2015,6.2,100,1.0,2,64,3.0,1103.0,893,1.0,188,0,2.0,2.0,39.175361,-76.668333,0.0
1,1.0,3,2015,16.25,96,2.0,3,21,32.0,15771.0,1865,9.0,188,0,6.0,2.0,25.988087,-81.670668,0.0
4,4.0,3,2015,7.733333333,12,2.0,3,22,0.833333333,4139.0,2028,235.0,122,0,6.0,2.0,27.69164,85.3564,0.0
4,4.0,3,2015,15.25,83,2.0,2,65,24.41666667,28982.58333729,763,2.0,84,0,6.0,2.0,-4.0979,138.9527,0.0
5,5.0,3,2015,11.03333333,241,2.0,3,73,27.66666667,71195.0,760,132.0,188,0,6.0,2.0,40.775,-73.86122,0.0
5,5.0,3,2015,19.5,206,2.0,2,114,24.0,28488.0,1100,3.0,89,0,6.0,2.0,43.6136,13.3586,0.0
1,8.0,3,2015,19.5,305,2.0,2,65,4.0,10224.0,1951,82.0,82,0,6.0,2.0,15.3614,75.0845,0.0
5,12.0,3,2015,11.8,251,2.0,3,116,10.0,11870.0,1633,4.0,187,0,6.0,2.0,53.771667,-3.028611,0.0
7,14.0,3,2015,7.866666667,12,2.0,3,77,4.0,18527.0,1360,41.0,10,0,6.0,2.0,-37.673333,144.843333,0.0
3,24.0,3,2015,10.68333333,8,2.0,3,13,24.33333333,58313.0,992,150.0,63,0,5.0,4.0,44.292,6.474,150.0
1,29.0,3,2015,0.5,8,2.0,3,13,23.75,75103.0,198,138.0,30,0,6.0,2.0,44.880833,-63.50861,0.0
4,1.0,4,2015,7.416666667,66,2.0,3,13,8.0,9496.0,1749,176.0,87,0,2.0,1.0,53.421333,-6.270075,0.0
4,1.0,4,2015,7.416666667,66,2.0,3,13,7.0,8309.0,1749,94.0,87,0,2.0,1.0,53.421333,-6.270075,0.0
2,13.0,4,2015,7.15,275,2.0,2,20,38.0,33244.0,637,2.0,30,0,5.0,4.0,49.424597,-123.005181,2.0
2,13.0,4,2015,13.35,66,2.0,3,13,12.5,37630.0,1165,67.0,82,0,6.0,2.0,24.817326,79.918723,0.0
3,14.0,4,2015,20.08333333,8,2.0,3,40,7.666666667,23595.0,423,82.0,91,0,6.0,2.0,34.436111,132.919444,0.0
7,25.0,4,2015,10.68333333,8,2.0,3,40,8.5,10089.5,2028,41.0,179,0,6.0,2.0,40.97894,28.807213,0.0
7,9.0,5,2015,12.95,14,4.0,2,16,0.0,0.0,327,6.0,164,0,7.0,4.0,37.450728,-5.867875,4.0
1,10.0,5,2015,11.95,293,2.0,2,65,4.0,4748.0,1192,52.0,36,0,6.0,3.0,25.935064,119.663272,0.0
7,16.0,5,2015,16.58333333,21,1.0,1,107,34.0,6920.0,1232,2.0,9,1,5.0,3.0,56.258333,19.110556,2.0
7,16.0,5,2015,15.8,49,2.0,2,64,19.0,3962.0,1456,1.0,188,0,6.0,2.0,33.12838,-117.279631,0.0
3,19.0,5,2015,13.56666667,100,1.0,2,64,21.0,24927.0,347,41.0,163,0,6.0,2.0,8.530166,33.123,0.0
3,2.0,6,2015,14.41666667,275,2.0,2,20,35.0,26985.0,152,5.0,113,0,5.0,4.0,20.569636,-100.299404,5.0
4,10.0,6,2015,15.76666667,103,2.0,3,116,8.0,756.0,440,1.0,91,0,6.0,2.0,34.590372,133.925065,0.0
6,12.0,6,2015,20.05,60,2.0,3,13,27.83333333,33038.16666271,1479,76.0,114,0,7.0,0.0,5.329037,162.914804,0.0
3,16.0,6,2015,19.0,60,2.0,3,13,25.0,64464.0,1773,41.0,93,0,0.0,3.0,43.857017,51.088313,0.0
2,22.0,6,2015,16.75,202,2.0,3,19,24.0,6000.0,526,4.0,188,0,3.0,2.0,42.099167,-83.161389,0.0
5,25.0,6,2015,12.26666667,297,1.0,2,64,57.0,67659.0,1650,9.0,188,0,5.0,4.0,55.486382,-131.036356,9.0
3,30.0,6,2015,11.83333333,210,4.0,2,1,54.0,64098.0,2066,122.0,84,0,4.0,4.0,3.525373,98.630911,122.0
5,2.0,7,2015,17.55,300,2.0,2,64,41.0,24123.0,2105,14.0,108,0,6.0,2.0,5.518583,73.48285,0.0
3,14.0,7,2015,13.56666667,162,2.0,2,65,24.66666667,29279.33333729,699,41.0,47,0,0.0,2.0,-1.670814,29.238464,0.0
5,23.0,7,2015,20.75,190,2.0,3,19,29.0,8668.0,1443,7.0,188,0,4.0,2.0,39.175361,-76.668333,0.0
5,23.0,7,2015,15.98333333,100,1.0,2,64,11.0,13057.0,1026,2.0,25,0,3.0,2.0,-3.1125,-60.155556,0.0
6,24.0,7,2015,19.0,2,2.0,2,65,19.75,40827.0,194,54.0,120,0,6.0,2.0,16.907305,96.133222,0.0
6,31.0,7,2015,15.13333333,145,2.0,3,67,5.0,2409.0,1799,4.0,187,0,6.0,4.0,51.322238,-0.857681,4.0
6,31.0,7,2015,18.16666667,143,2.0,2,65,25.0,29675.0,1739,31.0,147,0,6.0,3.0,55.408786,37.906314,0.0
7,1.0,8,2015,8.083333333,21,1.0,1,107,33.0,6577.0,71,2.0,146,0,3.0,4.0,44.90036,27.852464,1.0
1,2.0,8,2015,14.61666667,100,1.0,2,64,0.0,357.0,206,7.0,188,0,2.0,2.0,41.978603,-87.904842,0.0
4,12.0,8,2015,12.08333333,100,1.0,2,64,28.0,33236.0,1441,1.0,32,0,5.0,2.0,17.6,-63.2667,0.0
7,15.0,8,2015,18.56666667,10,2.0,3,40,2.833333333,3363.166666271,382,159.0,188,0,6.0,2.0,35.214011,-80.943125,0.0
1,16.0,8,2015,14.91666667,1,2.0,2,65,27.25,50133.0,2158,54.0,84,0,5.0,4.0,-4.821483,140.499217,54.0
1,16.0,8,2015,16.26666667,44,2.0,2,64,43.0,14345.0,1376,4.0,30,0,6.0,2.0,46.34111,-60.979722,0.0
5,20.0,8,2015,9.35,206,2.0,2,114,40.0,5618.0,792,19.0,158,0,5.0,4.0,49.086611,18.177639,3.0
5,20.0,8,2015,9.35,206,2.0,2,114,31.0,8021.0,792,19.0,158,0,5.0,4.0,49.0825,18.183611,4.0
